1565661266	1786828640.0000000000	/mnt/remote/putio/chill.institute/3 10 To Yuma (1957) [BluRay] [1080p] [YTS.AM]/3.10.To.Yuma.1957.1080p.BluRay.x264-[YTS.AM].mp4
58132	1786828640.0000000000	/mnt/remote/putio/chill.institute/3 10 To Yuma (1957) [BluRay] [1080p] [YTS.AM]/www.YTS.AM.jpg
1992251952	1788029037.0000000000	/mnt/remote/putio/chill.institute/A Real Job (2023) [1080p] [BluRay] [5.1] [YTS.MX]/A.Real.Job.2023.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4
92704	1788029037.0000000000	/mnt/remote/putio/chill.institute/A Real Job (2023) [1080p] [BluRay] [5.1] [YTS.MX]/A.Real.Job.2023.1080p.BluRay.x264.AAC5.1-[YTS.MX].srt
604	1788029037.0000000000	/mnt/remote/putio/chill.institute/A Real Job (2023) [1080p] [BluRay] [5.1] [YTS.MX]/YTSProxies.com.txt
53226	1788029037.0000000000	/mnt/remote/putio/chill.institute/A Real Job (2023) [1080p] [BluRay] [5.1] [YTS.MX]/www.YTS.MX.jpg
1588020239	1786823555.0000000000	/mnt/remote/putio/chill.institute/A.Hard.Day.2014.1080p.ITA-KOR.BluRay.x265.AAC-V3SP4EV3R.mkv
2258373345	1787895749.0000000000	/mnt/remote/putio/chill.institute/Blades of the Guardians 2026 1080p Chinese BluRay HEVC x265 5.1 BONE.mkv
3443595127	1786907013.0000000000	/mnt/remote/putio/chill.institute/Boundless.2024.MULTi.1080p.WEB.x264-FW/Boundless.2024.MULTi.1080p.WEB.x264-FW.mkv
6812	1786907013.0000000000	/mnt/remote/putio/chill.institute/Boundless.2024.MULTi.1080p.WEB.x264-FW/Boundless.2024.MULTi.1080p.WEB.x264-FW.nfo
121802	1786835308.0000000000	/mnt/remote/putio/chill.institute/Casablanca.1942.REMASTERED.1080p.BluRay.x265/2_English.srt
1717296137	1786835308.0000000000	/mnt/remote/putio/chill.institute/Casablanca.1942.REMASTERED.1080p.BluRay.x265/Casablanca.1942.REMASTERED.1080p.BluRay.x265-RARBG.mp4
70093	1786835308.0000000000	/mnt/remote/putio/chill.institute/Casablanca.1942.REMASTERED.1080p.BluRay.x265/Jolly Roger.png
53311	1786835308.0000000000	/mnt/remote/putio/chill.institute/Casablanca.1942.REMASTERED.1080p.BluRay.x265/Poster.jpg
213822	1786835308.0000000000	/mnt/remote/putio/chill.institute/Casablanca.1942.REMASTERED.1080p.BluRay.x265/Screens.jpg
1117064336	1787851910.0000000000	/mnt/remote/putio/chill.institute/Case 137 (2025) [720p] [BluRay] [YTS.BZ]/Case.137.2025.720p.BluRay.x264.AAC-[YTS.BZ].mp4
840	1787851910.0000000000	/mnt/remote/putio/chill.institute/Case 137 (2025) [720p] [BluRay] [YTS.BZ]/YIFYStatus.com.txt
38690	1787851910.0000000000	/mnt/remote/putio/chill.institute/Case 137 (2025) [720p] [BluRay] [YTS.BZ]/YTS.BZ - Official site.jpg
2322057885	1787769280.0000000000	/mnt/remote/putio/chill.institute/Clue (1985) - 1080p/Clue.1985.1080p.BluRay.x264.VPPV.mp4
116907	1787769280.0000000000	/mnt/remote/putio/chill.institute/Clue (1985) - 1080p/Clue.1985.1080p.BluRay.x264.VPPV.srt
2010	1787769280.0000000000	/mnt/remote/putio/chill.institute/Clue (1985) - 1080p/WWW.VPPV.LA.txt
2187453731	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/Evil.Dead.Burn.2026.1080p.WEBRip.x264.AAC5.1-[YTS.GG - YTS.BZ].mp4
870	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/Evil.Dead.Burn.2026.1080p.WEBRip.x264.AAC5.1-[YTS.GG - YTS.BZ].srt
58780	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/Subs/English.srt
870	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/Subs/Forced.eng.srt
55246	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/Subs/Latin American.spa.srt
92706	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/Subs/SDH.eng.srt
38690	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/YTS.GG - Official site.jpg
848	1787872404.0000000000	/mnt/remote/putio/chill.institute/Evil Dead Burn (2026) [1080p] [WEBRip] [5.1] [YTS.GG - YTS.BZ]/YTSProxies.com.txt
1869394361	1787335191.0000000000	/mnt/remote/putio/chill.institute/Funeral Parade Of Roses (1969) [1080p] [BluRay] [YTS.MX]/Funeral.Parade.Of.Roses.1969.1080p.BluRay.x264.AAC-[YTS.MX].mp4
49292	1787335191.0000000000	/mnt/remote/putio/chill.institute/Funeral Parade Of Roses (1969) [1080p] [BluRay] [YTS.MX]/Funeral.Parade.Of.Roses.1969.1080p.BluRay.x264.AAC-[YTS.MX].srt
53226	1787335191.0000000000	/mnt/remote/putio/chill.institute/Funeral Parade Of Roses (1969) [1080p] [BluRay] [YTS.MX]/www.YTS.MX.jpg
337137150	1787402843.0000000000	/mnt/remote/putio/chill.institute/Futurama.S14E01.1080p.HEVC.x265-MeGusta[EZTVx.to].mkv
1507108501	1788107312.0000000000	/mnt/remote/putio/chill.institute/Hold The Fort (2025) VOSTFR 1080p WEBRip 5.1-LAMA/Hold.The.Fort.2025.VOSTFR.1080p.WEBRip.x264.AAC5.1-LAMA.mp4
736	1788107312.0000000000	/mnt/remote/putio/chill.institute/Hold The Fort (2025) VOSTFR 1080p WEBRip 5.1-LAMA/Hold.The.Fort.2025.VOSTFR.1080p.WEBRip.x264.AAC5.1-LAMA.mp4.nfo
74789	1788107312.0000000000	/mnt/remote/putio/chill.institute/Hold The Fort (2025) VOSTFR 1080p WEBRip 5.1-LAMA/Subs/VFQ.fre.srt
127	1788107312.0000000000	/mnt/remote/putio/chill.institute/Hold The Fort (2025) VOSTFR 1080p WEBRip 5.1-LAMA/Torrent Downloaded From     UIndex.org      .txt
2818926498	1787431818.0000000000	/mnt/remote/putio/chill.institute/Il deserto dei Tartari (1976) 720p H264 Ita Fre Ac3 sub Eng.mkv
2458238435	1788042969.0000000000	/mnt/remote/putio/chill.institute/Inglourious.Basterds.2009.1080p.BluRay.AV1.Opus.5.1-Retr0.mkv
2060345341	1787004989.0000000000	/mnt/remote/putio/chill.institute/Joker (2019) [BluRay] [1080p] [YTS.LT]/Joker.2019.1080p.BluRay.x264-[YTS.LT].mp4
267	1787004989.0000000000	/mnt/remote/putio/chill.institute/Joker (2019) [BluRay] [1080p] [YTS.LT]/Joker.2019.1080p.BluRay.x264-[YTS.LT].srt
112110	1787004989.0000000000	/mnt/remote/putio/chill.institute/Joker (2019) [BluRay] [1080p] [YTS.LT]/Subs/English SDH.eng.srt
58349	1787004989.0000000000	/mnt/remote/putio/chill.institute/Joker (2019) [BluRay] [1080p] [YTS.LT]/www.YTS.LT.jpg
356473314	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E00.VOSTFR.1080p.BluRay.x265-KAF.mkv
489933942	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E01.MULTi.1080p.BluRay.x265-KAF.mkv
581700872	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E02.MULTi.1080p.BluRay.x265-KAF.mkv
687235398	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E03.MULTi.1080p.BluRay.x265-KAF.mkv
796049007	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E04.MULTi.1080p.BluRay.x265-KAF.mkv
544067213	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E05.MULTi.1080p.BluRay.x265-KAF.mkv
563969792	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E06.MULTi.1080p.BluRay.x265-KAF.mkv
653449480	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E07.MULTi.1080p.BluRay.x265-KAF.mkv
495549817	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E08.MULTi.1080p.BluRay.x265-KAF.mkv
481938984	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E09.MULTi.1080p.BluRay.x265-KAF.mkv
639266026	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E10.MULTi.1080p.BluRay.x265-KAF.mkv
654329953	1787514965.0000000000	/mnt/remote/putio/chill.institute/Kaiju.No.8.S02.MULTi.1080p.BluRay.x265-KAF/Kaiju.No.8.S02E11.FiNAL.MULTi.1080p.BluRay.x265-KAF.mkv
2347583852	1787424231.0000000000	/mnt/remote/putio/chill.institute/La Prima Notte Di Quiete (1972) [1080p] [BluRay] [YTS.BZ]/La.Prima.Notte.Di.Quiete.1972.1080p.BluRay.x264.AAC-[YTS.BZ].mp4
75024	1787424231.0000000000	/mnt/remote/putio/chill.institute/La Prima Notte Di Quiete (1972) [1080p] [BluRay] [YTS.BZ]/La.Prima.Notte.Di.Quiete.1972.1080p.BluRay.x264.AAC-[YTS.BZ].srt
75024	1787424231.0000000000	/mnt/remote/putio/chill.institute/La Prima Notte Di Quiete (1972) [1080p] [BluRay] [YTS.BZ]/Subs/English.srt
84691	1787424231.0000000000	/mnt/remote/putio/chill.institute/La Prima Notte Di Quiete (1972) [1080p] [BluRay] [YTS.BZ]/Subs/fre.srt
71238	1787424231.0000000000	/mnt/remote/putio/chill.institute/La Prima Notte Di Quiete (1972) [1080p] [BluRay] [YTS.BZ]/Subs/ita.srt
4789786158	1787317183.0000000000	/mnt/remote/putio/putflix/House of the Dragon (2022)/House.of.the.Dragon.S03E06.1080p.AMZN.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv
616746508	1787317093.0000000000	/mnt/remote/putio/putflix/House of the Dragon (2022)/House.of.the.Dragon.S03E06.1080p.HEVC.x265-MeGusta[EZTVx.to].mkv
5210687543	1787317029.0000000000	/mnt/remote/putio/putflix/House of the Dragon (2022)/House.of.the.Dragon.S03E08.1080p.AMZN.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv
4380248666	1787317134.0000000000	/mnt/remote/putio/putflix/House of the Dragon (2022)/house.of.the.dragon.s03e07.1080p.web.h264-cakes[EZTVx.to].mkv
